 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, FwdHeaderLength, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,188,2,2,102,224,51,51,51,0,112,112,112,0,1734042.553,21276.59574,62.66666667,102.4808925,181,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,10638.29787,10638.29787,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,225,2,2,102,224,51,51,51,0,112,112,112,0,1448888.889,17777.77778,75,124.7076581,219,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,8888.888889,8888.888889,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,40,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,174,2,2,64,96,32,32,32,0,48,48,48,0,919540.2299,22988.50575,58,93.53074361,166,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,11494.25287,11494.25287,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,161,2,2,88,188,44,44,44,0,94,94,94,0,1714285.714,24844.7205,53.66666667,87.75724092,155,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12422.36025,12422.36025,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
389,433,10,4,165,326,79,0,16.5,33.01262385,163,0,81.5,94.10809388,1133949.192,32332.56351,33.30769231,20.13448375,52,1,433,48.11111111,31.74289072,101,1,275,91.66666667,116.7918376,224,3,0,0,0,0,336,144,23094.68822,9237.875289,0,163,32.73333333,59.52006464,3542.638095,0,0,0,1,0,0,0,0,0,35.07142857,16.5,81.5,336,0,0,0,0,0,0,10,165,4,326,29200,2081,3,32,0,0,0,0,0,0,0,0,BENIGN
389,1,2,0,7,0,7,0,3.5,4.949747468,0,0,0,0,7000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,0,2000000,0,0,7,4.666666667,4.041451884,16.33333333,0,1,0,0,1,0,0,0,0,7,3.5,0,64,0,0,0,0,0,0,2,7,0,0,237,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
88,1136,9,6,3150,3152,1575,0,350,694.5097192,1576,0,525.3333333,813.8429005,5547535.211,13204.22535,81.14285714,215.5032954,825,1,1136,142,320.5013929,930,1,1039,207.8,350.5755268,825,1,0,0,0,0,304,208,7922.535211,5281.690141,0,1576,393.875,704.585067,496440.1167,0,0,0,1,0,0,0,0,0,420.1333333,350,525.3333333,304,0,0,0,0,0,0,9,3150,6,3152,29200,260,2,32,0,0,0,0,0,0,0,0,BENIGN
3268,54731,18,13,4112,6798,1313,0,228.4444444,416.9378882,3069,0,522.9230769,942.6004333,199338.5833,566.4066069,1824.366667,7568.479789,39999,1,54731,3219.470588,10015.50311,40245,1,14670,1222.5,3764.634704,13171,3,0,0,0,0,592,432,328.8812556,237.5253513,0,3069,340.9375,681.3588386,464249.8669,0,0,0,1,0,0,0,0,0,351.9354839,228.4444444,522.9230769,592,0,0,0,0,0,0,18,4112,13,6798,29200,2081,10,32,0,0,0,0,0,0,0,0,BENIGN
53,83780,1,1,50,114,50,50,50,0,114,114,114,0,1957.507758,23.87204583,83780,0,83780,83780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,11.93602292,11.93602292,50,114,71.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,107,50,114,32,0,0,0,0,0,0,1,50,1,114,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,60668,1,1,50,162,50,50,50,0,162,162,162,0,3494.428694,32.96630843,60668,0,60668,60668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16.48315422,16.48315422,50,162,87.33333333,64.66323015,4181.333333,0,0,0,0,0,0,0,0,1,131,50,162,32,0,0,0,0,0,0,1,50,1,162,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23609,1,1,43,99,43,43,43,0,99,99,99,0,6014.655428,84.71345673,23609,0,23609,23609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.35672837,42.35672837,43,99,61.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,92.5,43,99,32,0,0,0,0,0,0,1,43,1,99,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23529,1,1,50,114,50,50,50,0,114,114,114,0,6970.121977,85.00148753,23529,0,23529,23529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.50074376,42.50074376,50,114,71.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,107,50,114,32,0,0,0,0,0,0,1,50,1,114,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,66801,1,1,50,114,50,50,50,0,114,114,114,0,2455.053068,29.93967156,66801,0,66801,66801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,14.96983578,14.96983578,50,114,71.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,107,50,114,32,0,0,0,0,0,0,1,50,1,114,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,66219,1,1,50,114,50,50,50,0,114,114,114,0,2476.630574,30.20281188,66219,0,66219,66219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,15.10140594,15.10140594,50,114,71.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,107,50,114,32,0,0,0,0,0,0,1,50,1,114,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,161236,1,1,50,105,50,50,50,0,105,105,105,0,961.3237738,12.40417773,161236,0,161236,161236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6.202088864,6.202088864,50,105,68.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,102.5,50,105,32,0,0,0,0,0,0,1,50,1,105,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,77272,1,1,50,105,50,50,50,0,105,105,105,0,2005.901232,25.88259654,77272,0,77272,77272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12.94129827,12.94129827,50,105,68.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,102.5,50,105,32,0,0,0,0,0,0,1,50,1,105,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23198,1,1,43,91,43,43,43,0,91,91,91,0,5776.360031,86.21432882,23198,0,23198,23198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,43.10716441,43.10716441,43,91,59,27.71281292,768,0,0,0,0,0,0,0,0,1,88.5,43,91,32,0,0,0,0,0,0,1,43,1,91,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,24021,1,1,50,105,50,50,50,0,105,105,105,0,6452.687232,83.26048041,24021,0,24021,24021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,41.63024021,41.63024021,50,105,68.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,102.5,50,105,32,0,0,0,0,0,0,1,50,1,105,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,170,2,2,80,180,40,40,40,0,90,90,90,0,1529411.765,23529.41176,56.66666667,92.08872533,163,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,11764.70588,11764.70588,40,90,60,27.38612788,750,0,0,0,0,0,0,0,0,1,75,40,90,64,0,0,0,0,0,0,2,80,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,175,2,2,48,48,24,24,24,0,24,24,24,0,548571.4286,22857.14286,58.33333333,94.97543542,168,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11428.57143,11428.57143,24,24,24,0,0,0,0,0,0,0,0,0,0,1,30,24,24,64,0,0,0,0,0,0,2,48,2,48,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,173,2,2,64,96,32,32,32,0,48,48,48,0,924855.4913,23121.38728,57.66666667,92.95339334,165,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,11560.69364,11560.69364,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,180,2,2,64,158,32,32,32,0,79,79,79,0,1233333.333,22222.22222,60,103.058236,179,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,64,64,11111.11111,11111.11111,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,164,2,2,88,188,44,44,44,0,94,94,94,0,1682926.829,24390.2439,54.66666667,88.62467677,157,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,12195.12195,12195.12195,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,160,2,2,88,188,44,44,44,0,94,94,94,0,1725000,25000,53.33333333,86.31531343,153,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,12500,12500,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,67211,2,2,78,206,39,39,39,0,103,103,103,0,4225.498802,59.51406764,22403.66667,38797.36074,67203,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,29.75703382,29.75703382,39,103,64.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,80.75,39,103,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,170,2,2,48,48,24,24,24,0,24,24,24,0,564705.8824,23529.41176,56.66666667,57.49202843,118,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,11764.70588,11764.70588,24,24,24,0,0,0,0,0,0,0,0,0,0,1,30,24,24,64,0,0,0,0,0,0,2,48,2,48,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,227,2,2,102,224,51,51,51,0,112,112,112,0,1436123.348,17621.14537,75.66666667,124.1303079,219,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,8810.572687,8810.572687,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,366,2,2,352,358,176,176,176,0,179,179,179,0,1939890.71,10928.96175,122,204.3819953,358,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,5464.480874,5464.480874,176,179,177.2,1.643167673,2.7,0,0,0,0,0,0,0,0,1,221.5,176,179,64,0,0,0,0,0,0,2,352,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,74,1,4,0,12,0,0,0,0,6,0,3,3.464101615,162162.1622,67567.56757,18.5,35.6697818,72,0,0,0,0,0,0,73,24.33333333,41.2835722,72,0,0,0,0,0,32,104,13513.51351,54054.05405,0,6,2,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0,3,32,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0,0,0,0,0,0,0,0,BENIGN
53,127,2,2,102,224,51,51,51,0,112,112,112,0,2566929.134,31496.06299,42.33333333,68.99516891,122,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,64,64,15748.0315,15748.0315,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,158,2,2,76,176,38,38,38,0,88,88,88,0,1594936.709,25316.4557,52.66666667,86.02519011,152,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,12658.22785,12658.22785,38,88,58,27.38612788,750,0,0,0,0,0,0,0,0,1,72.5,38,88,40,0,0,0,0,0,0,2,76,2,176,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,61117,2,2,78,302,39,39,39,0,151,151,151,0,6217.582669,65.44823862,20372.33333,35281.58631,61112,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,32.72411931,32.72411931,39,151,83.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,104.75,39,151,64,0,0,0,0,0,0,2,78,2,302,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,169,2,2,64,96,32,32,32,0,48,48,48,0,946745.5621,23668.63905,56.33333333,91.51138363,162,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,11834.31953,11834.31953,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,23577,2,2,64,160,32,32,32,0,80,80,80,0,9500.784663,169.656869,7859,13606.99114,23571,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,84.82843449,84.82843449,32,80,51.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,64,32,80,64,0,0,0,0,0,0,2,64,2,160,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,190,2,2,138,238,69,69,69,0,119,119,119,0,1978947.368,21052.63158,63.33333333,107.1089788,187,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,40,40,10526.31579,10526.31579,69,119,89,27.38612788,750,0,0,0,0,0,0,0,0,1,111.25,69,119,40,0,0,0,0,0,0,2,138,2,238,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,154,2,2,88,188,44,44,44,0,94,94,94,0,1792207.792,25974.02597,51.33333333,82.85127237,147,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,12987.01299,12987.01299,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,176,2,2,64,158,32,32,32,0,79,79,79,0,1261363.636,22727.27273,58.66666667,99.88159657,174,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,11363.63636,11363.63636,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,23932,2,2,78,206,39,39,39,0,103,103,103,0,11866.95638,167.1402307,7977.333333,13811.08447,23925,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,83.57011533,83.57011533,39,103,64.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,80.75,39,103,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,24452,2,2,78,188,39,39,39,0,94,94,94,0,10878.45575,163.5858008,8150.666667,14113.03873,24447,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,81.79290038,81.79290038,39,94,61,30.12474066,907.5,0,0,0,0,0,0,0,0,1,76.25,39,94,64,0,0,0,0,0,0,2,78,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
5355,104897,24,0,672,0,28,28,28,0,0,0,0,0,6406.28426,228.7958664,4560.73913,21847.68918,104783,1,104897,4560.73913,21847.68918,104783,1,0,0,0,0,0,0,0,0,0,768,0,228.7958664,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,29.16666667,28,0,768,0,0,0,0,0,0,24,672,0,0,-1,-1,23,32,0,0,0,0,0,0,0,0,BENIGN
53,84177,2,2,78,206,39,39,39,0,103,103,103,0,3373.843211,47.51891847,28059,48593.55143,84170,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,23.75945923,23.75945923,39,103,64.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,80.75,39,103,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,186,2,2,48,48,24,24,24,0,24,24,24,0,516129.0323,21505.37634,62,105.6550993,184,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,10752.68817,10752.68817,24,24,24,0,0,0,0,0,0,0,0,0,0,1,30,24,24,64,0,0,0,0,0,0,2,48,2,48,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,161660,2,2,78,188,39,39,39,0,94,94,94,0,1645.428677,24.74328838,53886.66667,93331.84645,161657,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,64,64,12.37164419,12.37164419,39,94,61,30.12474066,907.5,0,0,0,0,0,0,0,0,1,76.25,39,94,64,0,0,0,0,0,0,2,78,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,202,2,2,102,224,51,51,51,0,112,112,112,0,1613861.386,19801.9802,67.33333333,74.21814693,149,4,4,4,0,4,4,49,49,0,49,49,0,0,0,0,40,40,9900.990099,9900.990099,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,40,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,66630,2,2,78,206,39,39,39,0,103,103,103,0,4262.344289,60.03301816,22210,38462.78626,66623,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,30.01650908,30.01650908,39,103,64.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,80.75,39,103,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,177,2,2,64,158,32,32,32,0,79,79,79,0,1254237.288,22598.87006,59,100.4589468,175,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,11299.43503,11299.43503,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
51958,50,4,0,12,0,6,0,3,3.464101615,0,0,0,0,240000,80000,16.66666667,27.13546265,48,1,50,16.66666667,27.13546265,48,1,0,0,0,0,0,0,0,0,0,104,0,80000,0,0,6,2.4,3.286335345,10.8,0,0,0,0,1,0,0,0,0,3,3,0,104,0,0,0,0,0,0,4,12,0,0,2081,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
53,77733,2,2,78,188,39,39,39,0,94,94,94,0,3421.970077,51.45819665,25911,44874.83837,77728,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,25.72909832,25.72909832,39,94,61,30.12474066,907.5,0,0,0,0,0,0,0,0,1,76.25,39,94,64,0,0,0,0,0,0,2,78,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,164,2,2,64,96,32,32,32,0,48,48,48,0,975609.7561,24390.2439,54.66666667,89.48929172,158,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12195.12195,12195.12195,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,167,2,2,48,48,24,24,24,0,24,24,24,0,574850.2994,23952.09581,55.66666667,95.55277774,166,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,64,64,11976.0479,11976.0479,24,24,24,0,0,0,0,0,0,0,0,0,0,1,30,24,24,64,0,0,0,0,0,0,2,48,2,48,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,168,2,2,88,188,44,44,44,0,94,94,94,0,1642857.143,23809.52381,56,90.93404203,161,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11904.7619,11904.7619,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,230,2,2,64,158,32,32,32,0,79,79,79,0,965217.3913,17391.30435,76.66666667,93.61801821,181,0,0,0,0,0,0,49,49,0,49,49,0,0,0,0,64,64,8695.652174,8695.652174,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,166,2,2,64,96,32,32,32,0,48,48,48,0,963855.4217,24096.38554,55.33333333,90.64399226,160,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12048.19277,12048.19277,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,156,2,2,88,188,44,44,44,0,94,94,94,0,1769230.769,25641.02564,52,84.87048957,150,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12820.51282,12820.51282,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,23995,2,2,64,176,32,32,32,0,88,88,88,0,10002.08377,166.7013961,7998.333333,13849.18966,23990,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,83.35069806,83.35069806,32,88,54.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,68,32,88,64,0,0,0,0,0,0,2,64,2,176,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,156,2,2,88,188,44,44,44,0,94,94,94,0,1769230.769,25641.02564,52,84.87048957,150,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12820.51282,12820.51282,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,673,2,2,500,2860,250,250,250,0,1430,1430,1430,0,4992570.579,5943.536404,224.3333333,381.6285279,665,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,2971.768202,2971.768202,250,1430,722,646.3126179,417720,0,0,0,0,0,0,0,0,1,902.5,250,1430,64,0,0,0,0,0,0,2,500,2,2860,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
123,110021390,10,10,480,480,48,48,48,0,48,48,48,0,8.725575999,0.181782833,5790599.474,14700000,62000000,22005,110000000,12200000,20000000,62000000,1999375,110000000,12200000,20000000,62000000,1999238,0,0,0,0,284,308,0.090891417,0.090891417,48,48,48,0,0,0,0,0,0,0,0,0,0,1,50.4,48,48,284,0,0,0,0,0,0,10,480,10,480,-1,-1,9,20,4021998.333,3464009.249,6022209,22105,32600000,25600000,62000000,15000000,BENIGN
53,576,2,2,252,252,126,126,126,0,126,126,126,0,875000,6944.444444,192,325.6255518,568,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,3472.222222,3472.222222,126,126,126,0,0,0,0,0,0,0,0,0,0,1,157.5,126,126,64,0,0,0,0,0,0,2,252,2,252,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,180,2,2,86,240,43,43,43,0,120,120,120,0,1811111.111,22222.22222,60,98.72689603,174,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11111.11111,11111.11111,43,120,73.8,42.17463693,1778.7,0,0,0,0,0,0,0,0,1,92.25,43,120,64,0,0,0,0,0,0,2,86,2,240,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,655,2,2,206,206,103,103,103,0,103,103,103,0,629007.6336,6106.870229,218.3333333,372.9682739,649,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,3053.435115,3053.435115,103,103,103,0,0,0,0,0,0,0,0,0,0,1,128.75,103,103,64,0,0,0,0,0,0,2,206,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,220,2,2,80,212,40,40,40,0,106,106,106,0,1327272.727,18181.81818,73.33333333,120.9559148,213,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,9090.909091,9090.909091,40,106,66.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,83,40,106,64,0,0,0,0,0,0,2,80,2,212,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
123,112016093,10,10,480,480,48,48,48,0,48,48,48,0,8.570197141,0.178545774,5895583.842,15200000,64000000,16162,112000000,12400000,20700000,64000000,1999896,112000000,12400000,20700000,64000000,1999803,0,0,0,0,236,236,0.089272887,0.089272887,48,48,48,0,0,0,0,0,0,0,0,0,0,1,50.4,48,48,236,0,0,0,0,0,0,10,480,10,480,-1,-1,9,20,4016324.333,3999946,8016248,16356,33300000,27000000,64000000,13000000,BENIGN
53,180,2,2,80,212,40,40,40,0,106,106,106,0,1622222.222,22222.22222,60,97.86214794,173,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11111.11111,11111.11111,40,106,66.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,83,40,106,64,0,0,0,0,0,0,2,80,2,212,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,170,2,2,86,240,43,43,43,0,120,120,120,0,1917647.059,23529.41176,56.66666667,92.95339334,164,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11764.70588,11764.70588,43,120,73.8,42.17463693,1778.7,0,0,0,0,0,0,0,0,1,92.25,43,120,64,0,0,0,0,0,0,2,86,2,240,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,611,2,2,206,206,103,103,103,0,103,103,103,0,674304.419,6546.644845,203.6666667,346.6991972,604,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,3273.322422,3273.322422,103,103,103,0,0,0,0,0,0,0,0,0,0,1,128.75,103,103,64,0,0,0,0,0,0,2,206,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
